"","tilTemra_001","tilTemra_002","tilTemra_003","pTemra_004","pTemra_005","pTemra_006"
"XLOC_000867",1.08012344973464,16.0645581596287,24.3455655057838,1.84453868548858,5.47048042308891,33.5765776493603
"XLOC_000880",0,25.7032930554059,0,0,37.3816162244409,0
"XLOC_000887",1.08012344973464,0,32.0918818030786,0,0,47.1887037234253
"XLOC_000894",0,0,4.42646645559705,0,0,6.35232550123033
"XLOC_000899",0,34.2710574072078,0,0,46.4990835962557,0
"XLOC_000906",0,8.56776435180196,0,0,5.47048042308891,0
"XLOC_000916",33.4838269417739,0,0,34.1239656815386,0,0
"XLOC_000951",9.72111104761179,0,0,1.84453868548858,0,0
"XLOC_000952",0,0,8.8529329111941,0,0,23.5943518617127
"XLOC_000953",1.08012344973464,0,4.42646645559705,1.84453868548858,0,2.722425214813
"XLOC_000955",0,0,18.8124824362875,0,0,18.1495014320867
"XLOC_000956",31.3235800423047,0,0,21.2121948831186,0,0
"XLOC_000965",0,5.35485271987622,0,0,22.7936684295371,0
"XLOC_000967",19.4422220952236,0,0,14.7563094839086,0,0
"XLOC_000968",1.08012344973464,17.1355287036039,0,1.84453868548858,17.3231880064482,0
"XLOC_000976",2.16024689946929,0,44.2646645559705,0.922269342744288,0,33.5765776493603
"XLOC_000977",16.2018517460196,0,0,5.53361605646573,0,0
"XLOC_000988",0,42.8388217590098,0,0,33.7346292757149,0
"XLOC_000991",27.0030862433661,0,0,37.8130430525158,0,0
"XLOC_001002",0,0,1.10661661389926,0,0,9.98222578764767
"XLOC_001003",3.24037034920393,0,1.10661661389926,2.76680802823286,0,2.722425214813
"XLOC_001014",33.4838269417739,1.07097054397524,0,47.0357364799587,0.911746737181485,0
"XLOC_001015",0,0,0,0,10.0292141089963,0
"XLOC_001022",6.48074069840786,0,0,4.61134671372144,0,0
"XLOC_001059",0,0,7.74631629729484,0.922269342744288,0,39.9289031505907
"XLOC_001072",0,2.14194108795049,0,0,39.2051096988038,0
"XLOC_001084",5.40061724867322,0,0,22.1344642258629,0,0
"XLOC_001087",17.2819751957543,0,0,17.5231175121415,0,0
"XLOC_001090",0,0,32.0918818030786,0,0,37.2064779357777
"XLOC_001100",0,56.761438830688,0,0,36.4698694872594,0
"XLOC_001104",0,11.7806759837277,0,0,24.6171619039001,0
"XLOC_001106",43.2049379893857,1.07097054397524,0,34.1239656815386,0.911746737181485,0
